,proxy,https
72,50.207.199.83:80,no
73,50.172.189.204:80,no
74,47.177.148.110:80,no
75,77.73.241.154:80,no
76,50.239.72.18:80,no
77,186.121.235.66:8080,yes
78,50.218.57.64:80,no
79,50.217.226.47:80,no
80,74.91.120.223:80,no
81,107.1.93.216:80,no
82,50.217.226.42:80,no
83,103.167.134.31:80,no
84,50.168.49.105:80,no
85,190.61.48.24:999,no
86,47.88.62.42:80,no
87,178.128.200.87:80,no
88,50.171.2.13:80,no
89,27.77.146.143:14041,yes
90,75.89.101.60:80,no
91,50.206.25.111:80,no
92,43.129.223.147:38080,no
93,45.122.228.10:8899,no
94,50.171.32.227:80,no
95,50.228.141.98:80,no
96,50.206.25.108:80,no
97,50.217.153.73:80,no
98,41.254.48.10:1981,no
99,107.1.93.213:80,no
100,147.182.132.21:80,no
101,189.204.137.226:80,no
102,80.228.235.6:80,no
103,66.29.154.103:3128,no
104,50.171.2.11:80,no
105,64.225.4.29:9865,yes
106,161.117.89.36:8888,no
107,103.176.108.1:1337,no
108,47.88.3.19:8080,no
109,139.162.102.27:32539,no
110,160.72.82.101:80,no
111,41.230.216.70:80,no
112,60.52.61.38:80,no
113,41.207.187.178:80,no
114,187.188.171.73:6969,no
115,20.157.194.61:80,no
116,50.217.153.79:80,no
117,113.161.131.43:80,no
118,103.155.217.105:41403,no
119,178.33.3.163:8080,no
120,91.244.66.174:80,no
121,102.220.121.56:3128,no
122,50.220.168.134:80,no
123,50.219.106.82:80,no
124,50.173.140.146:80,no
125,50.221.203.217:80,no
126,50.219.106.86:80,no
127,114.37.164.53:80,no
128,13.95.173.197:80,no
129,50.217.153.72:80,no
130,50.223.129.107:80,no
131,50.238.154.98:80,no
132,50.237.89.166:80,no
133,50.169.62.107:80,no
134,50.168.163.183:80,no
135,207.2.120.51:80,no
136,103.155.217.1:41317,no
137,50.223.38.98:80,no
138,50.174.145.9:80,no
139,13.233.154.118:80,yes
140,50.175.31.243:80,no
141,50.228.141.100:80,no
142,50.218.57.74:80,no
143,50.171.32.229:80,no
144,50.237.89.164:80,no
145,184.10.84.74:80,no
146,50.173.157.74:80,no
147,50.221.203.193:80,no
148,50.168.163.181:80,no
149,107.1.93.211:80,no
150,50.168.210.226:80,no
151,134.195.101.34:8080,no
152,50.221.203.195:80,no
153,121.1.41.162:111,no
154,134.209.29.120:8080,no
155,103.155.217.156:41482,no
156,122.211.138.2:53128,yes
157,107.1.93.215:80,no
158,50.223.129.109:80,no
159,202.150.151.138:4995,no
160,27.254.217.116:8081,no
161,139.59.1.14:8080,no
162,50.204.219.230:80,no
163,200.106.124.200:999,no
164,50.204.219.225:80,no
165,202.86.138.18:8080,yes
166,34.154.161.152:80,no
167,50.173.140.150:80,no
168,50.217.29.198:80,no
169,138.121.161.82:8290,no
170,50.223.129.110:80,no
171,157.25.22.50:8222,no
172,50.173.157.72:80,no
173,50.223.129.111:80,no
174,50.219.106.74:80,no
175,190.58.248.86:80,no
176,50.221.203.209:80,no
177,159.192.139.178:8080,no
178,50.219.106.80:80,no
179,50.173.140.144:80,no
180,50.206.25.107:80,no
181,50.227.121.39:80,no
182,50.173.140.149:80,no
183,50.207.199.85:80,no
184,50.206.25.106:80,no
185,213.157.6.50:80,no
186,50.218.57.68:80,no
187,50.217.226.43:80,no
188,50.237.89.161:80,no
189,50.230.222.202:80,no
190,50.222.245.50:80,no
191,8.219.97.248:80,yes
192,190.145.13.123:8080,no
193,200.111.249.195:999,no
194,50.173.140.147:80,no
195,107.1.93.214:80,no
196,50.217.153.76:80,no
197,50.168.72.116:80,no
198,50.218.57.70:80,no
199,50.171.32.224:80,no
200,50.218.57.69:80,no
201,50.171.32.226:80,no
202,50.218.57.67:80,no
203,50.219.106.81:80,no
204,146.59.199.12:80,no
205,165.227.130.170:3128,no
206,50.217.153.78:80,no
207,50.227.121.34:80,no
208,24.205.201.186:80,no
209,124.158.167.242:8080,no
210,62.141.11.68:80,no
211,50.221.203.205:80,no
212,198.44.189.115:45787,no
213,75.89.101.62:80,no
214,190.61.88.147:8080,yes
215,103.168.53.157:41485,no
216,91.209.11.132:80,no
217,203.128.95.74:8080,no
218,50.168.49.108:80,no
219,59.124.240.22:3128,no
220,103.145.160.3:8080,no
221,50.200.12.85:80,no
222,50.168.10.168:80,no
223,193.233.202.75:8080,yes
224,186.121.235.222:8080,yes
225,68.188.59.198:80,no
226,68.185.57.66:80,no
227,50.174.145.15:80,no
228,96.113.158.126:80,no
229,107.1.93.217:80,no
230,50.207.199.82:80,no
231,50.237.89.163:80,no
232,133.18.234.13:80,no
233,50.168.72.118:80,no
234,50.168.72.113:80,no
235,188.132.222.43:8080,no
236,103.152.112.234:80,no
237,50.170.90.31:80,no
238,50.219.106.84:80,no
239,50.173.157.76:80,no
240,50.239.72.19:80,no
241,50.221.230.186:80,no
242,50.204.219.226:80,no
243,50.174.7.162:80,no
244,50.168.72.115:80,no
245,50.223.129.106:80,no
246,50.221.203.208:80,no
247,50.175.31.244:80,no
248,190.119.68.140:999,no
249,107.1.93.208:80,no
250,212.107.31.118:80,no
251,50.122.86.118:80,no
252,210.230.238.153:443,yes
253,96.113.159.162:80,no
254,50.169.62.114:80,no
255,50.171.32.231:80,no
256,94.130.232.43:80,no
257,157.245.27.9:3128,yes
258,107.1.93.218:80,no
259,50.168.49.109:80,no
260,50.219.106.83:80,no
261,50.204.190.234:80,no
262,107.1.93.220:80,no
263,116.203.28.43:80,no
264,178.21.163.24:80,no
265,50.171.32.228:80,no
266,136.243.55.199:3128,no
267,50.239.72.17:80,no
268,50.169.62.109:80,no
269,50.223.129.104:80,no
270,50.221.203.216:80,no
271,135.181.53.229:80,no
272,50.231.104.58:80,no
273,50.174.7.152:80,no
274,50.231.167.218:80,no
275,50.221.203.212:80,no
276,202.182.55.44:8080,no
277,50.169.37.50:80,no
278,50.171.2.12:80,no
279,103.118.46.105:32650,no
280,50.171.32.230:80,no
281,213.33.126.130:80,no
282,45.39.72.103:3128,no
283,50.228.141.96:80,no
284,102.164.252.145:8080,no
285,110.78.141.156:8080,no
286,50.171.1.222:80,no
287,104.252.131.61:3128,no
288,61.9.34.46:1337,no
289,50.168.163.166:80,no
290,38.15.153.98:3128,no
291,23.27.240.63:3128,no
292,38.15.152.212:3128,no
293,104.165.127.222:3128,no
294,13.230.73.53:80,no
295,198.44.191.9:45787,no
296,38.15.151.241:3128,no
297,13.234.209.87:80,no
298,38.15.151.93:3128,no
