,proxy,https
95,64.137.75.252:6172,no
96,154.202.114.240:3128,no
97,154.202.118.240:3128,no
98,154.202.119.47:3128,no
99,50.218.130.132:80,no
100,50.169.62.109:80,no
101,38.15.151.117:3128,no
102,185.57.237.32:4411,no
103,72.170.220.17:8080,no
104,154.202.126.109:3128,no
105,190.5.77.211:80,no
106,83.142.53.253:8085,no
107,64.137.75.181:6101,no
108,38.15.154.251:3128,no
109,212.18.127.150:8085,no
110,154.202.124.207:3128,no
111,103.19.130.50:8080,no
112,147.182.180.242:80,no
113,154.202.126.253:3128,no
114,50.207.199.86:80,no
115,64.137.90.219:5839,no
116,154.202.115.107:3128,no
117,74.208.177.198:80,no
118,103.174.81.10:80,no
119,146.185.203.169:8085,no
120,223.205.75.17:3128,no
121,38.15.152.14:3128,no
122,154.202.112.110:3128,no
123,83.171.227.140:8085,no
124,83.171.226.87:8085,no
125,161.123.208.108:6352,no
126,23.95.183.70:3128,no
127,154.202.125.144:3128,no
128,64.137.126.127:6735,no
129,94.158.23.247:8085,no
130,104.252.131.98:3128,no
131,46.161.62.223:8085,no
132,185.61.220.176:8085,no
133,45.114.12.62:5130,no
134,146.19.44.15:8085,no
135,50.204.219.228:80,no
136,91.107.247.138:4000,yes
137,38.15.153.71:3128,no
138,154.202.109.18:3128,no
139,154.202.114.194:3128,no
140,34.87.103.220:80,no
141,154.202.118.55:3128,no
142,185.68.155.52:8085,no
143,161.123.208.251:6495,no
144,104.165.127.79:3128,no
145,173.208.239.42:17005,no
146,45.114.12.251:5319,no
147,45.39.72.186:3128,no
148,38.15.150.114:3128,no
149,38.15.152.86:3128,no
150,50.168.10.178:80,no
151,193.15.14.198:80,no
152,50.168.10.168:80,no
153,87.247.185.75:3128,yes
154,154.83.9.18:3128,no
155,34.81.113.225:3128,yes
156,64.137.75.149:6069,no
157,50.206.111.88:80,no
158,185.102.113.220:8085,no
159,64.137.90.150:5770,no
160,183.88.228.208:8080,no
161,154.83.9.162:3128,no
162,185.68.152.197:8085,no
163,161.123.208.126:6370,no
164,38.15.155.3:3128,no
165,45.114.12.165:5233,no
166,51.75.206.209:80,no
167,154.202.119.118:3128,no
168,64.137.75.188:6108,no
169,154.202.117.133:3128,no
170,64.137.75.227:6147,no
171,88.218.65.92:8085,no
172,38.15.151.51:3128,no
173,154.202.115.53:3128,no
174,185.14.194.32:8085,no
175,50.169.135.10:80,no
176,104.165.169.40:3128,no
177,88.218.66.171:8085,no
178,213.171.44.134:3128,yes
179,45.114.12.77:5145,no
180,38.15.152.203:3128,no
181,154.83.8.239:3128,no
182,45.114.12.38:5106,no
183,46.245.77.53:3128,no
184,103.168.53.53:41367,no
185,64.137.75.120:6040,no
186,154.83.10.53:3128,no
187,217.145.226.139:8085,no
188,45.39.72.32:3128,no
189,85.239.35.124:8085,no
190,161.123.209.243:6743,no
191,154.202.116.216:3128,no
192,154.202.112.116:3128,no
193,94.154.113.94:8085,no
194,209.127.76.102:3128,no
195,45.114.12.57:5125,no
196,64.137.90.116:5736,no
197,64.137.90.58:5678,no
198,185.88.36.138:8085,no
199,38.15.151.124:3128,no
200,154.83.8.175:3128,no
201,23.230.167.252:3128,no
202,154.202.114.192:3128,no
203,64.137.90.128:5748,no
204,45.114.12.174:5242,no
205,64.137.75.96:6016,no
206,23.230.42.221:3128,no
207,50.206.25.104:80,no
208,154.202.124.171:3128,no
209,45.190.170.254:999,no
210,154.83.11.104:3128,no
211,64.137.90.185:5805,no
212,64.137.90.73:5693,no
213,64.137.75.63:5983,no
214,38.15.151.13:3128,no
215,45.148.233.135:8085,no
216,154.202.117.212:3128,no
217,50.204.219.224:80,no
218,50.200.12.84:80,no
219,161.123.208.85:6329,no
220,45.132.186.207:8085,no
221,154.202.116.158:3128,no
222,161.123.208.96:6340,no
223,193.233.90.241:8085,no
224,64.137.90.176:5796,no
225,45.199.141.217:3128,no
226,45.114.12.135:5203,no
227,208.110.81.34:17040,no
228,154.83.8.127:3128,no
229,91.204.15.90:8085,no
230,45.114.12.124:5192,no
231,38.15.151.6:3128,no
232,154.202.125.60:3128,no
233,209.127.76.50:3128,no
234,45.114.12.102:5170,no
235,161.123.208.162:6406,no
236,23.27.240.71:3128,no
237,64.137.126.90:6698,no
238,23.95.183.46:3128,no
239,154.201.61.131:3128,no
240,154.83.8.187:3128,no
241,23.27.240.104:3128,no
242,64.137.90.194:5814,no
243,64.137.126.96:6704,no
244,23.27.240.241:3128,no
245,38.15.154.78:3128,no
246,154.202.117.233:3128,no
247,88.218.45.192:8085,no
248,38.15.154.71:3128,no
249,38.15.155.208:3128,no
250,146.19.39.142:8085,no
251,84.54.57.13:8085,no
252,64.137.75.162:6082,no
253,64.137.75.232:6152,no
254,161.123.208.201:6445,no
255,154.202.119.3:3128,no
256,154.202.116.208:3128,no
257,38.15.151.185:3128,no
258,64.137.126.212:6820,no
259,161.123.208.101:6345,no
260,45.177.108.242:999,no
261,154.202.119.242:3128,no
262,45.114.12.98:5166,no
263,161.123.208.26:6270,no
264,146.185.202.196:8085,no
265,38.15.151.236:3128,no
266,185.202.108.82:8085,no
267,161.123.208.38:6282,no
268,154.202.118.203:3128,no
269,161.123.209.37:6537,no
270,64.137.75.240:6160,no
271,154.202.127.152:3128,no
272,23.27.240.129:3128,no
273,64.137.75.34:5954,no
274,64.137.75.100:6020,no
275,64.137.126.232:6840,no
276,38.15.148.223:3128,no
277,38.15.154.32:3128,no
278,46.253.131.121:8085,no
279,38.15.152.59:3128,no
280,104.234.138.176:3128,no
281,104.252.131.7:3128,no
282,5.183.255.169:8085,no
283,83.97.119.46:8085,no
284,104.165.127.251:3128,no
285,193.202.82.73:8085,no
286,64.137.90.216:5836,no
287,38.154.123.110:8800,no
288,94.154.113.251:8085,no
289,45.114.12.73:5141,no
290,45.114.12.177:5245,no
291,154.202.127.62:3128,no
292,64.137.90.136:5756,no
293,103.78.9.198:10001,no
294,147.78.180.224:8085,no
295,64.137.75.239:6159,no
296,38.15.153.78:3128,no
297,64.137.75.67:5987,no
298,38.15.152.120:3128,no
