,proxy,https
111,20.210.113.32:80,no
112,107.1.93.216:80,no
113,50.228.141.98:80,no
114,50.227.121.36:80,no
115,50.173.140.149:80,no
116,194.158.203.14:80,no
117,51.15.242.202:8888,no
118,50.200.12.85:80,no
119,50.173.140.144:80,no
120,103.149.130.38:80,no
121,50.171.2.12:80,no
122,50.174.145.11:80,no
123,50.168.10.178:80,no
124,103.152.112.145:80,no
125,50.174.7.152:80,no
126,50.173.140.145:80,no
127,117.54.114.103:80,no
128,50.169.37.50:80,no
129,50.219.106.87:80,no
130,62.141.11.68:80,no
131,50.217.153.76:80,no
132,50.220.168.134:80,no
133,50.174.145.12:80,no
134,50.227.121.35:80,no
135,50.168.163.177:80,no
136,20.111.54.16:8123,no
137,50.207.199.83:80,no
138,127.0.0.7:80,no
139,50.168.163.179:80,no
140,50.222.245.45:80,no
141,213.143.113.82:80,no
142,117.54.114.97:80,no
143,50.219.106.82:80,no
144,103.93.34.33:8999,no
145,92.51.122.174:8080,no
146,173.212.197.82:8080,no
147,50.170.90.25:80,no
148,188.17.117.126:3128,no
149,34.80.202.6:3128,no
150,103.189.250.133:8080,no
151,45.224.99.88:999,no
152,190.122.221.131:8080,no
153,45.175.237.20:999,no
154,109.230.72.236:8080,no
155,94.131.112.182:80,no
156,116.212.133.219:8080,no
157,50.170.90.24:80,no
158,50.204.219.224:80,no
159,41.230.216.70:80,no
160,50.168.72.115:80,no
161,212.145.210.146:80,no
162,50.217.153.77:80,no
163,209.97.150.167:3128,no
164,50.200.12.83:80,no
165,50.173.140.151:80,no
166,0.0.0.0:80,no
167,186.121.235.66:8080,yes
168,50.170.90.34:80,no
169,50.173.140.138:80,no
170,185.140.53.137:80,no
171,50.207.199.86:80,no
172,130.162.128.90:3128,no
173,107.1.93.219:80,no
174,50.168.49.111:80,no
175,91.249.134.148:80,no
176,207.2.120.58:80,no
177,50.223.38.98:80,no
178,50.237.207.186:80,no
179,66.191.31.158:80,no
180,50.200.12.84:80,no
181,62.99.138.162:80,no
182,159.192.138.170:8080,no
183,103.156.249.82:1111,no
184,45.77.26.228:6789,yes
185,119.13.103.211:11,no
186,207.2.120.19:80,no
187,110.238.113.119:8058,no
188,213.191.194.24:80,no
189,50.168.49.107:80,no
190,147.182.132.21:80,no
191,212.23.175.80:8443,yes
192,20.205.61.143:80,no
193,160.72.82.101:80,no
194,103.197.251.202:80,no
195,12.69.91.227:80,no
196,24.205.201.186:80,no
197,34.81.113.225:3128,yes
198,155.93.117.134:3128,no
199,107.1.93.221:80,no
200,138.68.60.8:8080,no
201,50.200.12.80:80,no
202,50.218.57.71:80,no
203,162.223.94.163:80,no
204,200.106.167.114:999,no
205,50.200.12.82:80,no
206,178.21.163.24:80,no
207,50.171.1.222:80,no
208,12.7.109.1:9812,no
209,50.200.12.81:80,no
210,217.11.184.27:3128,yes
211,202.86.138.18:8080,yes
212,50.222.245.46:80,no
213,188.166.56.246:80,no
214,107.1.93.213:80,no
215,50.174.7.154:80,no
216,103.49.202.252:80,no
217,50.220.21.202:80,no
218,50.219.106.80:80,no
219,103.169.131.10:8080,no
220,50.204.219.228:80,no
221,8.213.128.90:808,no
222,203.85.120.69:8080,no
223,103.176.97.199:8080,no
224,50.218.130.133:80,no
225,32.223.6.94:80,no
226,202.61.204.51:80,no
227,194.182.187.78:3128,no
228,50.171.2.15:80,no
229,85.8.68.2:80,no
230,50.227.121.39:80,no
231,170.187.229.216:3128,no
232,217.11.184.30:3128,yes
233,50.171.2.9:80,no
234,50.168.49.109:80,no
235,47.88.3.19:8080,no
236,50.206.25.107:80,no
237,51.75.206.209:80,no
238,50.171.2.10:80,no
239,50.219.106.81:80,no
240,50.206.111.88:80,no
241,50.168.163.176:80,no
242,107.1.93.212:80,no
243,49.249.155.3:80,no
244,5.135.251.192:8118,no
245,50.168.10.173:80,no
246,50.170.90.28:80,no
247,47.243.177.210:8088,no
248,50.174.7.153:80,no
249,50.239.72.16:80,no
250,94.73.239.124:55443,no
251,50.227.121.34:80,no
252,50.206.111.90:80,no
253,107.1.93.208:80,no
254,195.154.106.167:80,no
255,50.171.2.8:80,no
256,50.169.62.109:80,no
257,82.180.163.163:80,no
258,50.169.135.10:80,no
259,50.174.7.162:80,no
260,50.171.32.230:80,no
261,107.1.93.215:80,no
262,50.219.106.84:80,no
263,94.130.232.43:80,no
264,193.15.14.198:80,no
265,50.206.25.104:80,no
266,8.219.169.172:5555,no
267,50.207.253.118:80,no
268,50.169.91.138:80,no
269,146.59.14.159:80,no
270,50.218.130.132:80,no
271,103.168.53.53:41367,no
272,41.186.44.106:3128,no
273,103.152.232.84:8080,no
274,50.204.219.226:80,no
275,50.219.106.85:80,no
276,50.174.7.155:80,no
277,46.245.77.53:3128,no
278,50.168.163.166:80,no
279,195.23.57.78:80,no
280,93.103.130.130:8080,no
281,103.19.130.50:8080,no
282,183.88.228.208:8080,no
283,24.158.29.166:80,no
284,201.238.248.134:443,no
285,36.64.162.194:8080,no
286,50.227.121.37:80,no
287,190.5.77.211:80,no
288,185.57.237.32:4411,no
289,34.87.103.220:80,no
290,64.137.126.127:6735,no
291,147.182.180.242:80,no
292,209.127.76.50:3128,no
293,103.174.81.10:80,no
294,23.27.240.71:3128,no
295,38.15.152.120:3128,no
296,45.114.12.165:5233,no
297,91.107.247.138:4000,yes
298,74.208.177.198:80,no
