,proxy,https
113,38.15.151.124:3128,no
114,154.202.115.107:3128,no
115,154.202.113.33:3128,no
116,64.137.90.194:5814,no
117,154.83.8.127:3128,no
118,154.202.112.116:3128,no
119,154.83.8.215:3128,no
120,154.202.97.226:3128,no
121,38.15.151.6:3128,no
122,45.114.12.102:5170,no
123,154.202.125.34:3128,no
124,154.202.125.22:3128,no
125,45.132.186.207:8085,no
126,154.202.118.151:3128,no
127,154.202.126.93:3128,no
128,185.14.194.220:8085,no
129,154.83.8.187:3128,no
130,23.95.183.46:3128,no
131,38.15.152.86:3128,no
132,104.252.131.98:3128,no
133,154.202.116.98:3128,no
134,154.202.116.232:3128,no
135,38.154.123.110:8800,no
136,38.15.154.84:3128,no
137,64.137.75.96:6016,no
138,45.10.167.47:8085,no
139,38.15.151.117:3128,no
140,154.83.11.104:3128,no
141,103.141.142.153:41413,no
142,45.114.12.57:5125,no
143,91.204.15.90:8085,no
144,45.114.12.38:5106,no
145,64.137.75.252:6172,no
146,45.114.12.165:5233,no
147,64.137.75.63:5983,no
148,45.114.12.98:5166,no
149,154.83.10.37:3128,no
150,212.119.45.109:8085,no
151,212.18.127.150:8085,no
152,154.202.125.190:3128,no
153,146.19.44.15:8085,no
154,108.170.12.12:80,no
155,88.218.66.171:8085,no
156,154.202.117.15:3128,no
157,154.202.112.32:3128,no
158,94.158.23.247:8085,no
159,154.202.119.118:3128,no
160,64.137.90.58:5678,no
161,23.230.167.252:3128,no
162,154.202.107.164:3128,no
163,154.202.125.244:3128,no
164,64.137.75.162:6082,no
165,64.137.90.128:5748,no
166,45.114.12.135:5203,no
167,154.83.8.159:3128,no
168,154.202.113.27:3128,no
169,154.202.115.75:3128,no
170,64.137.90.176:5796,no
171,64.137.126.212:6820,no
172,154.202.114.116:3128,no
173,64.137.75.34:5954,no
174,64.137.126.78:6686,no
175,196.51.75.13:8800,no
176,38.15.152.14:3128,no
177,154.202.116.68:3128,no
178,154.202.119.66:3128,no
179,154.202.116.228:3128,no
180,104.252.131.7:3128,no
181,154.83.10.169:3128,no
182,83.142.53.253:8085,no
183,64.137.126.127:6735,no
184,104.165.127.251:3128,no
185,161.123.208.126:6370,no
186,38.15.153.78:3128,no
187,23.230.42.221:3128,no
188,104.234.138.176:3128,no
189,154.202.114.180:3128,no
190,64.137.90.150:5770,no
191,194.50.243.234:3128,no
192,88.218.45.192:8085,no
193,38.15.152.203:3128,no
194,45.199.141.217:3128,no
195,154.202.113.201:3128,no
196,154.84.142.133:3128,no
197,154.202.126.109:3128,no
198,154.202.117.133:3128,no
199,154.202.116.222:3128,no
200,185.152.92.246:8085,no
201,154.202.115.161:3128,no
202,38.15.155.208:3128,no
203,161.123.208.85:6329,no
204,38.15.154.32:3128,no
205,23.27.240.241:3128,no
206,154.202.114.190:3128,no
207,154.202.117.173:3128,no
208,161.123.208.96:6340,no
209,154.202.127.108:3128,no
210,146.185.202.196:8085,no
211,161.123.208.251:6495,no
212,5.183.255.169:8085,no
213,161.123.208.108:6352,no
214,45.114.12.62:5130,no
215,154.202.117.233:3128,no
216,154.202.126.227:3128,no
217,45.114.12.16:5084,no
218,64.137.90.116:5736,no
219,154.202.116.216:3128,no
220,154.202.124.171:3128,no
221,146.19.39.142:8085,no
222,38.15.151.51:3128,no
223,45.39.72.186:3128,no
224,38.15.154.71:3128,no
225,94.154.113.251:8085,no
226,154.202.116.208:3128,no
227,154.202.115.231:3128,no
228,146.19.91.46:8085,no
229,154.202.125.36:3128,no
230,94.154.113.94:8085,no
231,23.27.240.71:3128,no
232,193.202.82.73:8085,no
233,23.27.240.104:3128,no
234,64.137.75.149:6069,no
235,154.202.127.252:3128,no
236,196.51.78.225:8800,no
237,154.202.121.4:3128,no
238,154.202.126.253:3128,no
239,154.202.124.49:3128,no
240,154.202.117.67:3128,no
241,64.137.75.232:6152,no
242,146.185.203.169:8085,no
243,154.83.8.239:3128,no
244,154.202.125.60:3128,no
245,45.190.170.254:999,no
246,45.177.108.242:999,no
247,46.161.62.223:8085,no
248,38.153.49.250:8800,no
249,154.202.123.184:3128,no
250,154.202.114.196:3128,no
251,38.15.155.3:3128,no
252,161.123.208.162:6406,no
253,173.208.239.42:17005,no
254,38.15.153.71:3128,no
255,45.114.12.113:5181,no
256,64.137.90.219:5839,no
257,154.201.61.131:3128,no
258,23.95.183.70:3128,no
259,154.83.9.58:3128,no
260,161.123.208.38:6282,no
261,185.68.155.52:8085,no
262,83.97.119.46:8085,no
263,185.88.36.151:8085,no
264,154.202.117.31:3128,no
265,154.202.116.158:3128,no
266,161.123.208.176:6420,no
267,64.137.126.96:6704,no
268,94.158.22.85:8085,no
269,154.202.125.118:3128,no
270,46.253.131.121:8085,no
271,185.212.115.166:8085,no
272,154.202.117.212:3128,no
273,64.137.90.185:5805,no
274,154.202.119.242:3128,no
275,64.137.75.51:5971,no
276,154.202.117.119:3128,no
277,154.202.112.188:3128,no
278,154.202.114.194:3128,no
279,154.202.117.239:3128,no
280,154.202.125.170:3128,no
281,38.15.154.251:3128,no
282,193.163.207.30:8085,no
283,154.202.113.47:3128,no
284,154.202.127.70:3128,no
285,154.83.8.243:3128,no
286,154.202.114.188:3128,no
287,74.91.16.170:19003,no
288,154.202.125.202:3128,no
289,154.202.113.125:3128,no
290,64.137.90.186:5806,no
291,154.202.125.204:3128,no
292,154.202.111.169:3128,no
293,213.108.0.175:8085,no
294,154.202.117.109:3128,no
295,64.137.90.244:5864,no
296,209.127.76.50:3128,no
297,154.201.63.161:3128,no
298,185.68.155.254:8085,no
