,proxy,https
135,154.202.113.33:3128,no
136,154.202.107.164:3128,no
137,154.202.115.53:3128,no
138,45.39.72.186:3128,no
139,154.202.125.244:3128,no
140,38.15.151.124:3128,no
141,154.202.117.83:3128,no
142,91.204.15.90:8085,no
143,88.218.66.171:8085,no
144,38.154.123.110:8800,no
145,38.15.152.120:3128,no
146,154.202.114.190:3128,no
147,38.15.151.6:3128,no
148,45.10.167.47:8085,no
149,154.83.9.162:3128,no
150,185.14.194.220:8085,no
151,154.202.117.15:3128,no
152,154.202.116.68:3128,no
153,64.137.75.252:6172,no
154,196.51.75.13:8800,no
155,146.19.44.15:8085,no
156,154.202.119.118:3128,no
157,108.170.12.12:80,no
158,45.114.12.38:5106,no
159,64.137.75.149:6069,no
160,154.83.10.169:3128,no
161,104.252.131.98:3128,no
162,154.83.11.104:3128,no
163,64.137.75.100:6020,no
164,64.137.90.128:5748,no
165,45.114.12.98:5166,no
166,38.15.154.251:3128,no
167,154.202.127.108:3128,no
168,154.202.113.27:3128,no
169,154.202.126.109:3128,no
170,64.137.90.176:5796,no
171,23.27.240.71:3128,no
172,154.83.10.37:3128,no
173,154.83.8.159:3128,no
174,154.202.115.161:3128,no
175,45.132.186.207:8085,no
176,212.119.45.109:8085,no
177,154.202.112.32:3128,no
178,38.15.155.208:3128,no
179,154.202.116.228:3128,no
180,38.15.152.203:3128,no
181,88.218.45.192:8085,no
182,23.95.183.70:3128,no
183,161.123.208.126:6370,no
184,104.234.138.176:3128,no
185,154.202.127.252:3128,no
186,38.15.153.78:3128,no
187,45.114.12.57:5125,no
188,154.202.116.98:3128,no
189,194.50.243.234:3128,no
190,46.161.62.223:8085,no
191,154.202.116.222:3128,no
192,154.202.115.75:3128,no
193,185.152.92.246:8085,no
194,154.202.113.201:3128,no
195,45.190.170.254:999,no
196,23.230.167.252:3128,no
197,45.199.141.217:3128,no
198,154.202.121.4:3128,no
199,64.137.75.96:6016,no
200,161.123.208.85:6329,no
201,83.142.53.253:8085,no
202,64.137.126.96:6704,no
203,154.202.125.202:3128,no
204,154.202.117.233:3128,no
205,161.123.208.108:6352,no
206,64.137.90.116:5736,no
207,38.15.154.32:3128,no
208,154.201.61.131:3128,no
209,154.202.126.227:3128,no
210,45.114.12.124:5192,no
211,154.202.116.208:3128,no
212,161.123.208.38:6282,no
213,154.202.114.180:3128,no
214,5.183.255.169:8085,no
215,154.202.117.67:3128,no
216,146.19.91.46:8085,no
217,154.202.125.36:3128,no
218,154.202.115.231:3128,no
219,64.137.75.34:5954,no
220,64.137.126.127:6735,no
221,45.114.12.135:5203,no
222,38.15.154.71:3128,no
223,154.84.142.133:3128,no
224,154.202.114.194:3128,no
225,46.253.131.121:8085,no
226,64.137.126.212:6820,no
227,64.137.75.162:6082,no
228,74.91.16.170:19003,no
229,146.185.202.196:8085,no
230,154.83.8.239:3128,no
231,154.202.125.60:3128,no
232,45.114.12.62:5130,no
233,64.137.75.63:5983,no
234,38.15.155.3:3128,no
235,154.202.116.158:3128,no
236,64.137.90.219:5839,no
237,154.202.116.216:3128,no
238,154.202.114.196:3128,no
239,104.252.131.7:3128,no
240,173.208.239.42:17005,no
241,38.15.154.84:3128,no
242,146.185.203.169:8085,no
243,104.165.127.251:3128,no
244,154.202.119.242:3128,no
245,38.15.151.117:3128,no
246,64.137.90.58:5678,no
247,83.97.119.46:8085,no
248,154.202.123.184:3128,no
249,23.27.240.104:3128,no
250,154.83.8.243:3128,no
251,64.137.90.185:5805,no
252,154.202.111.169:3128,no
253,38.15.152.14:3128,no
254,45.114.12.113:5181,no
255,161.123.208.251:6495,no
256,154.83.9.58:3128,no
257,154.202.126.253:3128,no
258,209.127.76.50:3128,no
259,64.137.75.51:5971,no
260,161.123.208.162:6406,no
261,154.202.124.171:3128,no
262,193.202.82.73:8085,no
263,154.202.117.119:3128,no
264,196.51.78.225:8800,no
265,45.177.108.242:999,no
266,38.153.49.250:8800,no
267,154.202.125.170:3128,no
268,154.83.8.127:3128,no
269,45.114.12.16:5084,no
270,154.202.113.47:3128,no
271,193.163.207.30:8085,no
272,185.68.155.254:8085,no
273,64.137.75.232:6152,no
274,154.202.125.118:3128,no
275,154.202.117.31:3128,no
276,185.88.36.151:8085,no
277,161.123.208.176:6420,no
278,154.202.117.212:3128,no
279,213.108.0.175:8085,no
280,154.202.117.239:3128,no
281,146.19.39.142:8085,no
282,154.202.114.188:3128,no
283,64.137.90.244:5864,no
284,154.202.124.49:3128,no
285,154.202.117.109:3128,no
286,23.27.240.241:3128,no
287,94.154.113.251:8085,no
288,154.202.112.188:3128,no
289,154.201.63.161:3128,no
290,154.202.117.173:3128,no
291,185.212.115.166:8085,no
292,94.158.22.85:8085,no
293,154.202.127.70:3128,no
294,38.15.153.71:3128,no
295,154.202.125.204:3128,no
296,94.158.23.247:8085,no
297,64.137.90.186:5806,no
298,154.202.113.125:3128,no
